id,chinese,translation
cee59e19fbebbcabbe9eb618fdb8c30bbc4e2ba2,為什麼老師不讓你們吃午餐,Mengapa guru tidak membiarkan kalian makan siang
c75886905b37fe9718f16f4be6d80e08888e6ddf,我們被老師罰站,Kami Dipenjara Guru
ba47080e35a3cc9ba8b60f3ce697256751058ad1,你們究竟做了什麼,Kamu sebenarnya melakukan apa
c3b40963fab04be3276064bb9398579d8317f88b,我們去河邊游泳,Kita pergi sungai tepi berenang
3be59b6ccaf491a1733e643d860fae9044c9b508,活該, Hidupnya
6d1640339732168498ffe04626e685d997037afb,今天天氣怎麼樣,Bagaimana cuaca hari ini
f5eb3fa1f3cc7bed58c81c9cb8ecd51221571cdd,今天天晴,Hari ini cerah
4d30c7be68384931e26afde125e4617d3f70dac2,據電視報導明天有颱風,Dikatakan televisi ada badai besok
4093ca86a47907ec3dfac52a14ec4f6d468b853c,如果有颱風 那好啊,Jika ada topan Itu baik ah
5935153c41d0f9c59533734692553e4104ad5698,有什麼好的,Ada apa baik
52c1694c1f6cacd6d5c50486f89e7c8c6da6bc1c,如果有颱風 河裡就有很多魚,Jika ada topan sungai itu banyak ikan
723bd7aca6fd854a7d3a16c2537c99cea6199e74,你們要如何捕魚,Bagaimana kalian akan menangkap ikan
091ca2209edaaceb07c0268d6b03413d10ced911,用八掛網或用網子抓,Dengan delapan gantungan jaring atau dengan jaring pegang
8bbf78ff3b8f3943ace5cac990967c15dedafad7,可網到什麼樣的魚,Apa jenis ikan yang bisa ke jaring
86e3218b36c09c5ad215e905644bad2e5fc875a8,有小烏魚 大烏魚 鯽魚 也有黏壁魚和羅漢魚,Ada ikan kecil U U U ikan Besar U ikan Laki ikan juga ada ikan黏壁 dan ikan 羅漢
3a94b37be19b73b7913d0214c22c2fdc643546fa,你是哪一年出生的,Anda lahir pada tahun mana
ba124ef1728f8448f2b125d206bb5f76defa42b6,你在夏天生的嗎,Kau di musim panas lahirkah
861f1948f8c326ba8c593a26a995c0cfbfa9bfc9,不是 在冬天,Bukan di musim dingin
37c4088501e24367da96ddf30b088624f9ce49c8,今天是星期幾,Hari ini adalah minggu berapa
b2d91d8db2668823befcc93791178345c648d878,星期六,Sabtu
abb8b2048262d669c08812b2c5a9ad37807b2bcb,郵局有開嗎,Puskesmas ada buka?
cf600e5b0add5bc9a026f38e1383158babb3c9db,有 只有早上開,Ada hanya pagi buka
a731c3f6bbfd99d2428563cbdfaa07045dadd76c,現在幾點了,Sekarang berapa jam lagi
cbde6f9c4744f33fd3d615bf2fbef6380af3a4d6,快中午了,Dekat tengah hari
e7153f951e2e28b1f0fb7b1ad50db7d51cbb1ff2,領錢還來得及嗎,Lapikan datang sampai?
535f440ce6cc2a3c40e1f8c289343c257249c9e0,快的話還來得及,Cepat的話還來得及
f7da7df7a85db79e0136364d471864a219decce4,這兒有郵局嗎,Iniar ada kantor pos?
1c60931afabdbf5d9e76c95e450276812081c5e6,有啊,Ada ah
8d0480225434bca3e7a6050d53d55c5b384eab1d,很遠嗎,Sangat jauhkah
2eb61fa61798f46c0a0923bfda6023181978b42b,不會啦 很近,Jangan啦 Sangat dekat
2a4466686a7f426f556b7ccac9345497812a0289,在哪裡呢,Di mana?
73c851bb6fee8c2cace48ff011210128e2b35e88,順著路直走 然後往北走,Sebelah jalan lurus lalu ke utara jalan
a18cd42b321112e560e945bcac06998b0ba5c72e,是在縣政府的哪邊,adalah di mana pihak pemerintah kabupaten
80798eabd40ba920fdc8e353e4bb7f14dcbb2028,就在縣政府正前方,Tepat di depan pemerintah kabupaten
e5412d64689848d4ce130d98bd878c013359af52,哦 我知道了 謝謝,哦 Saya tahu sudah 👍 terima kasih
877b38989c5b4e3085c390d4851ffac37812ad88,一路平安 慢走,Selamat jalan. Pelan berjalan
6232259668e97063bf36c232479ca8353aaee4c6,你要買什麼,Anda mau beli apa
e90b587463f245afbd093d95ec0c3801d3cda0b2,我要 買帽子,Aku beli topi
25817de131e25e11c80c2983fd90150e6977b9b0,請上三樓,Silakan naik lantai tiga
8db8272f600f7c2157f8e1aa041ec6c151d124a3,謝謝 我知道了," Terima kasih, saya tahu"
6cac4cd83fbd3772c8a446fc4ea2422809cf2904,我要買一頂帽子,Aku mau beli topi.
db223b4331d6f0bb079d6da9b364ebf4f1d6335f,你喜歡什麼顏色的,Anda menyukai apa warna
11313e0a8fcb830173ac26bf92397d17fb0fd25b,白色或黑色的,Putih atau hitam
ed0331e6fc7cc7d35059825bdc50e9499120c6ab,來 試試這頂,datang coba ini atas
9408d2e040c0c12a044c6623cacec0ce68248647,這頂稍大了些 換頂小一點的看看,Ini puncak sedikit lebih besar di beberapa  ganti puncak kecil sedikit di lihat
0606cf960db268a7f018f7e8021d0d2ea41655ce,稍等一下 我去拿,稍等一下 我去拿
d05ee18016cf1f830b58b7ca0c7fd319ee11c597,這頂很適合 請問 多少錢,Ini atas sangat cocok Tolong tanya  berapa harganya
a3b5f8dc9ded4aefd03c9f61a80930df0ad2fa87,你明天會來聚會嗎,Kau akan datang besok berkumpul?
162df0655ae32181247e9b9131218baf7fd67b1c,對不起 我明天有事,Maaf saya punya hal besok
afcc3886b1815da97317c253224c59d6df8decc6,只有你沒有來參加喔,Hanya kau tidak datang berpartisipasi喔
8e412f55c2d7cf43bd741a6e02b07c0091aad3ff,沒辦法呢 第二屆我再參加,沒辦法呢 Kedua kalinya saya lagi ikut
d81d92ce6842dd06ba55fc4ecb012b011465d09c,會費多少,Berapa akan biaya
d6895053211adde3e4d06f8c6493245b233e4557,我要繳會費嗎,Saya akan bayar biaya?
d674357ce28a57d02234d40f12caeaf1ae21dfba,你這次先不必繳,Anda kali ini enggak harus bayar
8094bb0f3707c362cf3348980e2aeaba75212713,星期五要開會 你有空嗎,Jumat akan kebuka Anda punya waktu?
4b671c4c75ceab358bea25e99a1bcd19ad9a2efd,抱歉 我要去花蓮,Sorry Saya pergi ke bunga lotus
3edbf8478d22514b01cf24151c8d840cc7be3736,哪裡 哪裡 我還有很多不會的,哪裡 哪裡 我還有很多不會的
d8baef00ed4a7cf323358b08fa728cca165a5a63,是誰教的呢,Adalah siapa yang mengajar?
2590ef79aae8395579dbc1fccf13e258574b0345,是阿公和阿嬷,Adalah a公 dan a
cd696a6fea405a9312afa2ef883ec257e178000d,你都在臺北讀書 他們什麼時候教你呢,Anda semua di Taipei membaca Mereka kapan mengajar Anda?
64e357c19a20a734e71936eccf9e6eef4c6ec063,學校放假時 我都會回家 我就是在這個時候學習的,Sekolah libur waktu Saya juga pulang Saya adalah di waktu ini belajarnya
fcc9b28bc01f90800a76828ebf8c312b85ac2df3,哇 好認真,"Wow, serius."
8037274ff6673ddaae76b761fc8509db4c78d9bc,阿公說千萬不要忘了自已的母語,A公說千萬不要忘了自已的母語
dd36afab43b1cc3ec9a915fd03af5e3bb0ccde7a,阿公是教些什麼,Ajuk adalah ajar sesuatu apa
867aa1002799515ba934d65d1dba138d70107f5c,除了阿美語 還有身體保健,Selain bahasa Amérika dan kesehatan tubuh
903b3d93078c6b2d20d94bf74e35a5157c92b992,哇 你的阿公真了不起,哇 Anda a-tuk sungguh luar biasa
ec7d833a0e8448a81b9976db47001eb8c6edffd9,哦 為什麼,哦 Kenapa
6670fea44465f0259cd4175416e0d224dd9bf972,哈 妳忘了哦 今天是妳的生日啊,Ha 妳忘了哦 Hari ini adalah ulang tahun妳啊
a556c38005b4a9bdf3b49216ebd61266b67eea3c,對哦,Untuk哦
ae59ea91b9e6568d6b932816c70c54a71de6984f,祝你生日快樂,Selamat ulang tahunmu
51c606cf6cb0670f922ce1e3cb711476a4f6df2e,謝謝 我很高興 你的呢 什麼時候, Terima kasih Saya sangat senang 你的呢 什麼時候
305ca1a68e4c4ff579151f2b4cc739ed842009da,就快到了 下個禮拜,Sudah dekat sampai minggu depan
9151c17664b317ec8bede499f758a8e1246e4299,那你喜歡什麼呢,Lalu kamu menyukai apa?
182dd4fbd3b95181f2fd143ca7a9344171bcea43,不用啦 你人來 我就很高興,Tak perlu啦 Kamu orang datang Aku saja sangat senang
2f972940ff604e79e57464299c6945ead1861499,那麼 走吧 我們出去走走,Kalau begitu jalanlah. Kita keluar pergi pergi
98277031d1c9d31b685a9bf3c2e0b871ea3a930f,你有幾個兄弟姐妹,Anda punya beberapa saudara perempuan
028c44ae192ce4dd0d94a9eadafed124226824e3,我有三個兄弟姐妹,Saya memiliki tiga saudara perempuan
7a725a97e19813af9b51c6b9468569cc88a52c3f,你有哥哥嗎,Kau ada kakak?
cdce6bfcd578b5e3879b12b53296c1f7d7d2a979,沒有 我有姐姐,Saya tak punya kakak perempuan
8265621cd3408a2b85055381345c79823853a381,你結婚了嗎,Kau menikah sudah?
9f1fc39b2fa3b375647af4e0613733bbd67a5455,是的 我有二個小孩,Ya yang Aku ada dua anak kecil
7cf0bd0368ec58d2519def826c72ef5ef828b228,二個都上小學了嗎,Kedua yang sekolah dasar sudah?
da9b17d9b90fddf712e30214fdb1ec145f053786,還沒 大的還在讀幼稚園,Masih nggak besarnya masih di baca taman kanak-kanak
9cc5ffdf9a2178f0a63150f3c281b15d7940bdd2,那小的呢,Yang kecil?
a6fda45b3e07ffc5540c0ec430e29228b4598b82,還在襁褓中 是部落的奶奶照顧他,Masih di dalam Adalah nenek suku yang merawatnya
037345805627df6dd4cb5a2e64504dc3a4621f4d,你是做什麼的,Kamu apa yang dari
252774876a9790615bad0b08420a55183e4637f9,我當警察,Saya sebagai polisi
1138607c1464408e7e249194c2ac9508792eb395,警察都忙哪些工作呢,Polisi semua sibuk kerja apa?
74ba26d0509581d2ec0ca0a95f0b2bed56626e45,我們的工作非常繁雜,Kami pekerjaan sangat rumit
29a1fd6e249515f909a6f125bd67c296e8076c3a,有哪些工作呢,Ada pekerjaan apa?
c5839707108189487bab298838fda46352406536,抓壞人 抓小偷 詐欺犯,"Tangkap orang jahat, tangkap pencuri, penipu"
74b3f8243f1f739a2cc6bcb3753cc83d201c1ec7,哇 你們的工作真不簡單哪,哇 Pekerjaan kalian sungguh tak mudah ya
1306ede7dadb16b34255543099afffe7487359bb,是啊 那你呢 你是做什麼的呢,Ya ah kau? Kau apa yang sedang kau lakukan?
09a07c39c306b2949676deb9bb55a45510af4926,我當老師,Saya sebagai guru
67fe633c344acec7dc3b40385d285703537299d7,喔 當老師真好,喔 Ketika guru sungguh baik
8567b45b5cb341297f798a54eb1629c081da21f0,我們想要用晚餐 還有坐位嗎,Kami ingin dengan makan malam Ada tempat duduk?
b005e8b2ebcf18fa29493edda80748d87aa43f83,有的 請跟我來,Ada yang Silakan ikut saya
70b57855cede1f4dedee9d87c3a6cc00b65ab961,這是菜單 請參考,Ini menu Silakan referensi
1b7d976918610296b17af9afd475979aa66d80d5,有特別推薦的菜嗎,Ada khusus rekomendasi yang makanan?
b2882f41d37cf348c8722f0212d976f4970c71b6,藤心 山羌 笠貝,藤心 山羌 笠貝
1d2a675ce547aed7be1f8970a8f2aaba15c3df94,聽起來好好吃 那麼 每一樣都端出來,聽起來好好吃 那麼 每一樣都端出來
33398b442b0be2c7ec0ddf3531b336c75c56527d,好的 需要白飯嗎,Butuhkan putih makan yang bagus?
1d653f818dec18eaa5ce3894107d41b7c27c49cc,是的 也要,Ya ya juga untuk
82ac06f631e2124be1e2da0d35d838512e837064,需要飲料嗎,Perlu minuman?
08f63d47ae7e6046c943b0a27a0cf1af62c79d79,好 請給我們啤酒 汽水和茶,"Baik tolong bagi kami bir, soda dan teh"
2b56dbb92fdf43932bedac250fedf0d3650e2cec,好 沒問題,"Baik, nggak masalah"
e22432b15ecb2edf3f618aae68b046ac31e31e3b,抱歉 我來晚了 路上塞車,Sorry Saya datang terlambat  Jalan macet
b1beb33d783f0f32bcc1ce4d89a87b049bdf572d,你搭什麼車來的,Anda naik mobil apa datang
a8d59207065e964248133ab90a63aed1980ec490,我搭公車 你呢,"Aku naik bis, kamu?"
c8ea1e8a4036a413c5a4d1882d4be51f3643a0ff,我走路來 我家很近,"Saya berjalan jalan, saya rumah sangat dekat"
4525f8411b90e79a0409076c63f8ec13ef666bed,我們搭什麼交通工具去光復,Kita naik apa transportasi ke cahaya kembali
9a0f303aad0013090688e67e4f16eb6ee6639551,搭火車比較快,Menumpang kereta lebih cepat
8483e2706a3e150194ae2ef6cd84797a1987a22c,火車幾點開,Kereta api berapa dibuka
9d6ecaab4e50ae0fe7b3b99ba6be97caa91e1ca3,九點鐘,Jam sembilan
5fce38bf1dc5571f053919be4af448593747dadc,這樣中午才到呀,Jadi tengah hari baru sampai呀
6d71474d5e7751cc625c15d686f2275c23af97ea,很好 到家就可以吃午飯了,Baiklah ke rumah bisa makan siang sudah.
bf3222030e6813a33797be24ef5d4b628f44414f,我太太的藥,Saya istri's obat
a4129a1b2bc4725c4b3d68ed2c34ca7f1550b9fa,你太太怎麼啦,Kau terlalu kenapa啦
7c68d4c71764cbcae52d079cba649d6296614bb3,頭痛 咳嗽又發燒 一直沒好轉,"Pikiran, batuk dan demam. Berlanjut tak membaik"
1a326725f8748eaeb29b80f518fa1a494ff336ac,怎麼不送到醫院檢查, Kenapa tidak dikirim ke rumah sakit pemeriksaan
bdbd3cf33d4f3491b1485908ec090893a09b2e97,她 起不來,Dia bangun tak datang
e81de542bc355bc93da2af8e0b9cfefdf76e7394,要先給醫生檢查 不要亂吃藥,Harus dulu ke dokter periksa Jangan kacau makan obat
408999f0ca312b78007711a1fd709964a1d41cd0,好的 吃過晚飯後載她過去, Baik  Makan Terakhir Makanan  Terus Bawa Dia Masa Lalu
bacad633d8f93762b66ed2b6e8c6a4dc56cd8f88,叫她多喝水 但不要喝冰冷的水,Suruh dia minum lebih air Tapi jangan minum air dingin
bbc3bee607d92f3defe0a1f1aa5dafc25fe78581,知道了 別擔心 妳自已也要多保重,Tahu sudah Jangan khawatir 妳自已也要多保重
ccf9e99cf2dc09635d5f7a277d59cfc22aa1209a,你是哪位啊,Anda siapa yang ah
bf1cd4469f8b69887922c12165f215674bd3e9f4,喔 有什麼事嗎,喔 ada apa itu?
0b47d6c99576ee69a1b4bf7a497998010bed1c89,上級單位有請 要編輯族語教材,Unit atas ada permintaan Untuk mengedit bahan ajar bahasa etnis
838574ec7ddb8a840f6ce5cb9dba0e3731804689,那麼 請等一下 我去叫他,Kalau begitu tolong tunggu saja Saya pergi panggil dia
cdd583ff5ec631abbb86f9a7d1ed91cff41a9111,吃過午餐你有事嗎 我們聊聊吧,Makan siang kamu ada urusan? Kita ngobrol ngobrol
d5cd46c7b9dddcd2d4426b6e72c12a767d353a77,好 那麼我們在哪裡見面,Baiklah kita di mana bertemu
fa925278871b282a79c273c230317cdef21c48c3,在光復的聚會所,Di tempat pertemuan yang terang kembali
113f71cb47eb800b52c625be01f1469a69ba53ce,就這麼決定,就這麼決定
b040b2ef9e14ee975a7ab2f0301db607820c48a9,你想要 吃 什麼,Anda ingin  makan  apa
9804d5c30092b20fdae5c93d885710e6c24f3558,聽說這裡的醃肉很香 我要點這個看看,聽說這裡的肉很香 我要點這個看看
3afbafdeb966d93419115efd93e5d171e2aa485f,你真的很愛吃醃肉耶 還要點什麼,Kau benar-benar suka makan dagingye masih mau apa apa
d5aa02e1ad46dbf1440933bfdf22ea6fe6dc2657,蝸牛 螃蟹 蕨類菜 還有糯米飯, sapi 螃蟹 蕨类菜还有糯米飯
5a8dea71a1e37c7f21c96773c0c4076e37012be3,我們要喝什麼湯,Kami harus minum apa湯
6dd125bf338f23462defda6076d2160455d8edc8,藤心湯怎麼樣,藤心湯 bagaimana cara
4c1e870e39c6064d47e34cf2488ea6f975531157,唉呀 藤心很苦 換別的,唉呀 藤心很苦 换别的
26dbccc1324521e5338965374a67cdce41e99c00,青蛙湯呢 我好想喝喔,Sup katak? Aku mah ingin minum喔
1c0ee04c4bf1f63c022dda8159982e1b708df790,我問問看 有沒有,Saya tanya lihat Adakah
200239c0a6d333f740160ff7ade827f4f055bc92,好吧,Baiklah.
eb778f1917a4c892a5a0cd7cbc17ce76bdf3abba,你的興趣是什麼,Apa minat Anda
59d5c1adfda25da7c3134bc15c16931cdbfba556,我的興趣是游泳,Minat saya adalah renang
19a91de8d03064d2887f467f60495e809177429b,游泳有什麼好處,Apa Manfaat berenang
d1c132d8f1f3a54180da462f3b7c65d25c54a5bd,可以使身體健康 還可以潛水 射魚 和撿海菜,"Bisa membuat tubuh sehat Juga bisa menyelam, menembak ikan dan mengumpulkan seafood"
94efd8ad30330cc312c627851feee9ef3c8537a3,在炎熱的夏天 部落的婦女都去海邊撿貝類,Pada musim panas yang panas para wanita suku itu semua pergi ke tepi laut mencari kerang
36c3cdb59e705908fc2fb79d23a736bcc42cd8e4,你的興趣是什麼呢,Apa minat Anda?
8885241ef538a2c6cf606b3a508737ac4f657688,我喜歡攝影,Saya suka fotografi
9010cc4e41d0574e954ac0bf62e54b589d12f82d,哇 如果是我 我就拍攝海底世界,哇 jika aku aku akan memotret dunia bawah laut
c521249f428f0c2c1d0bf88e3b5116a9e3d9c748,你放假時都做什麼,Kamu apa saja saat berlibur
18b93e3be9f39f03fb2897069fee5368e0142eb5,種花 還有種菜 那你呢,Benih ada bunga biji sayuran. Nah kau?
0e8bda7ddfc92886f07d6dc5b4c0865323d77b3a,我去山上拍攝,Saya pergi ke gunung untuk syuting
0234b2fe9550dfa09e2816d551fdca31a922fcb4,你最喜歡什麼季節 是春天 夏天 秋天還是冬天,"Anda menyukai musim mana Apakah musim semi, musim panas, musim gugur atau musim dingin"
126afb85f3019726ed87759325d5b60173dae9e9,我最喜歡夏天了,Saya paling suka musim panas sudah
5aff5ab219b751bcaf02f58c5d56b2effb677e95,你為什麼喜歡夏天,Kenapa Anda menyukai musim panas
2d4aef9346df1569f5205ef12ef21456f046f355,因為夏天 可以游泳 部落也有豐年祭 那你呢,Karena musim panas bisa berenang. Suku juga punya bonang festival. Nah kau?
ff003cc5f086547262a1cb41ca2c20024b1d2ceb,我最喜歡秋天 因為秋天 不冷不熱,Saya paling suka musim gugur karena musim gugur tidak dingin tak panas
f205d686c65dc1c1b11426eb9786ff7a7d3d22b1,我覺得 夏天雖然很熱 但是晚上很涼爽,"Saya merasa, meskipun musim panas sangat panas Tetapi malamnya sangat sejuk"
8fa1a7a8f59202b3bca180fedf044def444aad76,夏天的月光很亮 那你們都做些什麼呢,Bulan musim panasnya cerah. Lalu kalian semua melakukan sesuatu apa?
71e4598784e5b094de97de503c99ce9a5c14bbbc,我們唱歌跳舞 有時候我的爸爸會說故事,Kami menyanyi tari tari Ada waktu ayah saya akan cerita
3cfea14d883199bd43e5a724898b4da6ea08389e,是喔 你們的生活真令人羨慕哩,Ya yah kehidupan kalian benar-benar mengenaskan哩
fd7102859073009fd49670ce2a5a2e1f73a02b6b,對呀 到現在我還會嚮往以前的生活呢,Untuk呀 sampai sekarang saya akan lagi ngeliat kehidupan dulu?
aa645a1b179edb933a61b6f284927ef99242398f,豐年祭時你會回部落嗎,Bong tahun festival kamu akan balik suku?
ad2cfae27ba9788f76709c8b60642212377e9999,是的 我會跟孩子一起回去,Ya Saya akan pulang bersama anak-anak
662a8966009b6b4bcb2642cc4abf9ae275ad3b89,你們的豐年祭是在哪個月份,Kamu yang tahun panjang festival adalah pada bulan mana
c2af072893c5df20d3435e2ed034260351321879,每年的 八月份舉辦 共五天,diadakan setiap bulan Agustus Total lima hari
2c57aeaacae500cca49e1b6787913ee5b35d532c,豐年祭有什麼重點特色,Apa sorotan utama Festival Tahun Baru
5eddb3ce08be4165f01cdc9d9b20a9340fbc8460,部落的人全都盛裝參加,Orang-orang suku semua berpakaian lebar untuk berpartisipasi
db17c4452b36c5ce4dabefbfc22970f0346cfbfe,來賓可以參加嗎,来賓 bisa ikut嗎
ea0172e55d30064a9b13b6d4ef1ef17b3570be29,當然可以 我們很高興你們來參加,Tentu bisa Kami sangat senang kalian datang berpartisipasi
41c1eb2f1a9923a0c4b7655b47253a7c47561cb2,我們也要穿傳統服飾嗎,Kami juga harus memakai kostum tradisional?
87a482810706d0827ae2fb4bdddd3a073082c4f0,是的 我們穿傳統服飾跳舞,Ya dari Kami memakai kostum tradisional menari
35cb53fc249339a03c6b48a3919ee52dfa1773c5,那天還有舉行哪些儀式,Apa lagi upacara yang diadakan hari itu
9d47a6361f76d11e5a9bda0fb606a8bff9b14308,有豐年歌舞表演 殺豬 設立新年齡階層,"Ada tahun panjang nyanyian tarian, pembunuhan babi, mendirikan kelas usia baru"
908448c1bfb4fbc9448c907a039bd92c7c651ef2,他是怎麼樣的一個人,Dia bagaimana jenis seorang orang
1b416b99631c630ba84f0600624c64a2d3610e05,他是怎樣的一個人,Dia macam mana seorang orang
32cbcdde130c99996c1d130a7fff48508f1d2859,對朋友很好 在學校同學都很喜歡他 可以問問他的老師,Untuk teman baik Di sekolah sesama sekolah juga suka dia Bisa tanya tanya guru nya
b57409b89177263b0f1d997fb167e5d555ce9fd2,他是怎樣的一個人,Dia macam mana seorang orang
bbdaf04624a57afde93b111b55b83caea71a8546,很會打球又會讀書,Sangat akan bermain bola dan akan membaca
55bca0c3ea37d713ba857df7aeb2d344a5d5cfe4,對父母親呢,Untuk orang tua?
89c6abdddbe8af2009b2901ce1a7558edb98783a,懂得孝敬父母,Belajar Hormati Orang Tua
f4d71cb1b3f0ca3ff7e9bf7715821fc4274f85ea,他的工作的態度如何,Bagaimana sikap pekerjaannya
524d0ab11b8eee0ce36135d480a9d7559d02e4dc,他的工作態度很好 他是個很努力的人,Dia sikap kerja yang baik Dia orang yang sangat keras
99f5d90d02da34ce0c3c94d661a1484170897c58,服務生 請幫幫我好嗎,Pelayan Tolong bantu saya biar?
da06f11c0f02779585a98c3b36fa127c62880e4d,妳怎麼啦,妳怎麼啦
a6119d3242fa23daf570d467bfa005d78128ba45,我被反鎖 鑰匙在房間裡面,Saya di balik kunci  kunci di kamar didalam
524e751b513268a8a9335e1672f04a8304c2eb6a,妳的房間在幾樓,妳的房間在幾樓
725e99338bd83e824fa5ae1bdd9e99622ec4c92c,在六樓,Di lantai enam
8c00782c3e90f86ba4a82b7c77662457052499d1,請稍等 我去找另外的鑰匙,Tolong tunggu Saya pergi cari kunci yang lain
b37bc237b99ce4ce1aeda19224c22bf5e0b865cf,找到了 用完請自行送回來好嗎,"Temukan dan pakai sudah minta sendiri bawa baliknya, baikkah?"
b9128c61d94dd7682fb185daf8ac7933025f59d8,好的 另外 你可否幫我將這些行李提到樓上去, Baik Selain itu Anda bisa tolong saya membawa barang-barang ini menyebutkan ke lantai atas
164fd3dd67f4ac3073d527c07f1c63569240c449,好的 讓我來, Baik biarkan aku datang
a06f54848ca3bda6eabcc959b1667b7fcccf3f2c,謝謝你的幫忙, Terima kasih kamu bantu
87f4801955b517cdb63bf7e009d1383227903513,你的學校在哪裡,Sekolahmu di mana
511fd23fdfa96177afd7aa75fe90334ee578be9d,在花蓮,Di bunga lotus
6543f0940541ef99f399c411bfcb307c5f634de9,你何時畢業呢,Kau kapan lulus?
33dbaa1068c068aafaadb83878cb2803af84d70e,在今年八月份,Pada bulan Agustus tahun ini
69f5ccc0c981073a06aec65e1a5314aeca277e0e,你會繼續讀大學嗎,Kau akan terus kuliah?
dbf813c5ae323e7bd0c8fbdb55778b2b32cc73ce,是的 我會繼續讀書,Ya ya Saya akan terus membaca
94276dfa4ea9d2b79d70e26afaaa9091bd0b4ac3,你最喜歡學習哪一門課,Anda paling suka belajar mata pelajaran mana
9a28c07cce351c786d72e03e0c30f3921047f850,是音樂 歌唱和彈鋼琴 課,"Adalah musik, nyanyian dan main piano  kelas"
c1d2d32538c737f700c4750b99ef83dc4cc19cd1,要努力學習喔,Harus berusaha belajar喔
a2acd197de2fe89d5f443a4f67d890d344f01b05,好的 謝謝你的鼓勵, Baik  Terima kasih Anda mendorong
4551a54ab1cd0d0c68fe1bd35366b6f63fc36304,阿美語很難學嗎,Arameikah sulit belajar?
32e78b75ec5f1fa5bf73ee09fd5b55469654492d,是的 我只會說 早餐 午餐 晚餐,"Ya Saya hanya akan bilang Sarapan, makan siang, makan malam"
f2823224131df30bc41d19e66c85aaf3efd3b4a7,你在哪裡學習,Anda di mana belajar
6276dcceca59786e665be8fad8ee33fe77defdcc,我在部落學習,Saya belajar suku
d7226f0808f682a67c5da8b2b222a2b57a1a9e3c,你呢 你會阿美語嗎,Anda? Anda akan Arameikah?
a72544069dc34620347ce6b655e55516432af314,會 那是我的母語,Itu akan adalah bahasa ibu saya
537e4b8d8a8e49c42a1cf3907dd076f0e28ae057,你說的阿美語很不錯耶,Anda berbicara bahasa Arame sangat bagus Ye
95a9aa375b2d30180387344df79fe2d3a7ed68a6,我們在家經常用母語溝通,Kami sering berkomunikasi dalam bahasa ibu di rumah
738b1682aeba2e43d951177ce056cd625f290817,誰來教導,Siapa datang mengajar
0349ffb5aaa5b838d7961ef380abeaebbf50001e,我經常回到部落去 跟長輩們交談,Saya sering kembali ke suku untuk berbincang dengan para penatua
2ba8aca296d5908059612072712083297a58c601,你們上回到哪裡去了,kalian naik kembali ke mana pergi
8d71d6a6fbbd935d6a5294fdf5eb34a7d8084304,我們去日本玩,Kita pergi Jepang bermain
6530df995462e5ab3c809cb1ccaae7887570ab21,你們幾個人一起去,Beberapa kalian pergi bersama
