id,chinese,translation
782cbc2179e617f3eb62bb616bd94eec2e6106a4,你看錯價錢了,Anda lihat salah harganya.
1dabac86add3331a5ddcf181b054e76b5e221193,對不起 我立刻重算 請稍等一下,Maaf saya seketika ngitung ulang Silakan tunggu sebentar
3a5501e523f69c6e07baf3d506eb427c11880caa,請問週三可以出席會議嗎,Tolong tanyakan Rabu bisa hadir pertemuan?
aefbf9bc5e1f5e216ceb73b0fb4789d51ff9ec79,抱歉 我有其他行程 可以改成星期五嗎,Sorry Saya memiliki jadwal lain Dapatkah diubah menjadi Jumat?
8153e6b4760c83f6fe7c2e7174c55cab369331a8,週五嗎 我得問問其他人,Minggu Jumat? Saya harus tanya tanya orang lain
a7d0670eb1a08d71740e39a2e27cc4cf07db2de5,不好意思 那就麻煩你了,Maaf Kalau begitu masalahnya kamu
91c9c0f7395e74ee0518f2b33acd092d92b65cd5,你的族語說得很好,Anda berbahasa suku yang baik
d5583891066354af59579f51f808cbecb7239315,謝謝 但是不太標準,Tapi 👍 kurang standar
1bde78d5329243e88d945a4b4084ed172b7da8ff,誰教你的呢,Siapa mengajarmu?
b0ef55de3957fbc342258619bc6e5889a7f41c93,我和爺爺奶奶住一起 平常都會用族語交談,Saya dan kakek nenek tinggal bersama biasanya akan berbahasa suku berbincang
47f2381a003b6ddfb0ce67511d37821329c55ac1,原來是有阿公和阿嬤這麼好的語言老師,Ternyata ada aunty dan aunty begitu baik guru bahasa
8ed93609a27198d818d846d512bbd24cefec4a66,這是昨天從花蓮帶回來的麻糬,Ini adalah kelaparan yang dibawa kembali dari floretes kemarin
c7563ae2df9e859de745f44f1cf9f53e63f4ffcf,這個是很有名的食物 也是我一直想吃的東西,這個是很有名的食物 也是我一直想吃的東西
a17258c16f87cb73cc123eb2e61bf1c37b4430f7,你也喜歡 真是太好了,Anda juga suka. Memang sangat bagus
15d59fb1f1671fcfad7350d76be054d53ffe7d3b,謝謝你送來這麼好的禮物,Terimakas kamu kirimkan hadiah yang begitu bagus
26f49f10411b1110cfdfd5953f305acfbdb0439d,不客氣,Tidak ramah
8d0f7e9ae292858341a992c4a7fc850b45a0ffc3,祝你生日快樂,Selamat ulang tahunmu
3e1ccfbb181dec6a09962b866dcd310f427a755f,謝謝 那你的生日是什麼時候呢,Tah Terima Kasih ulang tahunmu kapan?
6a7a36098045251733b7a0867def6b34d217aafb,下個禮拜 快到了,Minggu depan Sudah Dekat
0cd5aa0bed70520fa0a4ed84eb25efeb86bd4171,那也先祝你生日快樂,Kalau itu juga dulu selamat ulang tahun kamu
e4aa52f4748ddfce3501c325a4964684a16cc942,謝謝, Terima kasih
d4711daab379cb1e19268e5d1b77d7cc6a62ec5d,祝你們新婚愉快,Mewinjilkan pernikahan yang menyenangkan
bfcc0de3a2c6d3c5c090ecfbebaf4c008286089e,謝謝 也祝你幸福,Terimakas dan semoga kamu bahagia
54ef38687e2413951115aabf6011b69931e5887f,祝你成功,Semoga kamu sukses
c002173c2129aec62afaed97f286c8ea9574139d,謝謝 也祝你工作順利,Terimakas dan semoga kamu bekerja lancar
117dd18233317ed943964d466b934b7f77dc953c,祝你們今年豐收,Mewujudkan Tahun Ini
74a8d8f4c2f8ef29b588c075b8b7b174169e0e8f,謝謝 也祝你新年平安,Terimakas dan selamat tahun baru
17d6dde2f523be7131a78292e6ef6468c9af3352,你有幾個兄弟姊妹,Anda punya beberapa saudara perempuan
808fa08ac969e269fbbf1f400507d6e6ace89f90,我有一個哥哥 一個弟弟 一個妹妹,"Saya punya satu kakak, satu adik laki-laki, satu adik perempuan"
95ea695015c1a6effbfd76da97de7b11547a7d45,你的兄弟姊妹從事什麼工作,Saudara saudara bersekolah apa pekerjaan
234574f0b1f8bb44dc695782844b8bab75bef328,我哥哥是老師 我弟弟是醫生 我妹妹還是大學生,"Adik saya adalah guru, adik saya adalah dokter, adik saya masih mahasiswa"
472ee8f32149c550f5e4fffdb68354f99c2b077e,也跟我聊聊你的家庭吧,Dan denganku ceritakan tentang keluargamu.
8f81a402402070fabdfb709b09d0807510b59749,我結婚了,Aku menikah.
73dad956714bbeefd0847843ce5c6687342ff55d,你和你太太是怎麼認識的,Kau dan istri mu adalah bagaimana bertemu yang
4d63b4991122f686b45cf253f05b34b03ce2281f,我們是大學同學,Kami adalah universitas sama pelajar
456db0268e09db88398816d4dd6f7b36f2ebf4ed,你們結婚多久了,Kamu menikah berapa lama?
f438fdc41a8a8713753d4f89e37224dfa6cf9180,嗯 三年了,嗯 Tiga tahun sudah
dbc0b31252ce6594556965e2d14197e3c4ae0bb6,你們有小孩了嗎,Kamu ada anak sudah?
cd4ae8a859e4d7ffcc82351027f0932989989f44,我們有一個小孩 今年兩歲了,Kami ada satu bayi Tahun ini dua tahun sudah
316a2e49df6f24407f15111a3389f2b3fc22bc67,他最近在找新的工作,Dia baru-baru ini mencari pekerjaan baru
1a1ae4884f3b72ac0c000579967dcceea6199940,是喔 他原本是在做什麼的,Ya喔 Dia seharusnya sedang melakukan apa
cb2c1df132abdd2d5d679e2c952edd3aa8c39e04,他原本負責的工作是打掃,Dia seharusnya bertanggung jawab atas pekerjaan yang membersihkan
89d37b55d9c8af2ea23904972660bb62ef1eb7ea,那他為什麼想換工作,Kalau begitu mengapa dia ingin ganti pekerjaan
d8b0e103c326f40407c47859f481e015e2dc8770,因為他想找薪水比較高的工作,Karena dia ingin cari pekerjaan yang lebih bergaji
f135c3d55914896d5d1aff349bb7838c33b1a831,他喜歡新的工作嗎,Dia menyukai pekerjaan baru?
a19e20e199c17a251ba150cb40a8a12e749896d7,是的 他覺得這份工作很適合他,Ya dia merasa pekerjaan ini sangat cocok untuknya
76257a87a034c6b2e668b923d1883dff98a9fdad,那麼 他現在負責的工作內容是什麼,Lalu apa yang dia sekarang tanggung jawab pekerjaan konten
57082cdffdaeceea9b9869e9d078d56f76c05f4d,幫老闆管理資料,Bantu bosnya mengelola data
21487b6cdba5eca8f42fba2984e9e624028b5eac,聽起來很辛苦, terdengar sangat susah
10d35c344c925d73bd96e34ead23d9ba3261c79e,是的 但是他覺得很有趣,Tapi ya dia merasa sangat menarik
93dafe5eec6ea3253f71658fa08e987e4dbcc58a,這是本店的菜單 請參考,Ini menu dari toko ini silakan referensi
40c5c965d36d578cd89e9c40ca32b17f69d72fc4,有什麼特別的菜可以推薦嗎,Ada apa khusus yang makanan dapat direkomendasikan?
81e8b16576553cf3143dc817754d8d2c2bd1ccad,溪魚 山肉類 土雞都很受歡迎 你們要吃什麼,Sungai ikan gunung daging Turki ayam juga populer Kamu mau makan apa
34cf63b3f9982d0bad163ba21867a14534d8b18b,聽起來不錯 那就各點一份吧, terdengar bagus Kalau itu masing-masing ambil satu
0406c24f6f332c2fbcd46ef77d0dd769581a2b6a,好 還需要什麼嗎,Baik perlu apa lagi?
3a778fe6d723fa6ef60c7a867a05f14f358e69c8,我想點炒青菜 你們有哪些青菜,Saya mau bagaimana masak hijau Anda. Apa hijau yang Anda punya
dc095bbeeb0a2ebba0e83a3ce57b9dbdb4dbbdd3,今天有高麗菜 空心菜 地瓜葉跟龍鬚菜,Hari ini ada ko麗菜 空心菜 Tanah air daun dan dragons salad
84a5fc8245de252cad29853749135d1f69a0f313,地瓜葉跟龍鬚菜 各一盤,Tanah buah dan dragon coriander masing sekejap
c52b15c2d8ab489027aaf48e3469ec50510481f6,好 需要白飯嗎,Perlu baik putih makan?
6d1d3c4eb6e68b6220bc1073a23822ecad58c512,我們該怎麼去臺北呢 坐飛機嗎,Kami bagaimana harus ke Taipei?  naik pesawat?
b7407304363fec463103859b2951eafd86bda69c,飛機是很快 但是太貴了,Pesawat adalah cepat Tetapi terlalu mahal
fbf7e3eb16b7081b176a65c1d4e4e2b334fbfe23,高鐵也是,High rail juga
b35a0228cc042da9577a467314f53bfee422b90d,那坐客運好嗎 或是你比較想搭火車,Itu naik penumpang lucky kah atau kamu lebih ingin naik kereta api
fb44fe5793d7ab0f272242a49ba32f555b00ec66,火車好了 坐起來比較舒服,Kereta bagus. Duduk naik lebih nyaman
c28d90f5683c673f5b82d3d4c36a64dc117fa0e1,那我來查一下火車時刻表,Kalau saya datang periksa jadwal jam kereta
304ea8708e0faaf80c8a6a3f54116924cf342821,唔 等一下 火車站好像離我們住的飯店有點遠,唔等一下火車站好似離我們住嘅酒店有點遠
85f9254666ab7c54f5792c28bede5656f27fcde5,所以我們要在火車站叫計程車嗎,Jadi kita mau di stasiun kereta api panggil taksi mobil?
b5745f5cfdfafeb6db4e60cb2b6c84474c04ebe4,也可以在火車站租機車或腳踏車 慢慢騎過去 順便兜風,"Juga dapat menyewa mobil kereta atau sepeda kaki di stasiun kereta api, berlayar perlahan-lahan. Ngertian angin tong."
a2bc228c02c5e0dc3c2cdff8258a9500638fbd3d,也好 到時候再看看吧,Juga pada waktunya baik lihat lagi.
bd9d6f98ce23602e23c9590f24e17cad20b768c1,你的妻子病了多久了,Istri Anda sakit berapa lama?
cc8e5c8692cf2c4e6b2aae355f546b7385c0962d,一個月了 但她的病時好時壞,Satu bulan sudah Tapi penyakitnya waktu baik waktu buruk
374d9f0132b8ffac492de926055ec1bd2a782a60,是什麼病呢,Apa penyakitnya?
3bde86f994833eb9d276ff0eb8ddd7ade6b50241,她常常頭疼 還會嘔吐 肚子疼,"Dia sering sakit kepala kembali akan muntah, sakit perut"
9c57f96b79741d53b63d90fe8771f77a35e95245,有去醫院檢查嗎,Ada pergi ke rumah sakit diperiksa?
7d4bc406e68d85993570656674d2c924a3898cee,有 現在正在住院檢查,Ada saat ini sedang dirawat di rumah sakit
f1c860cb95a3600d1709de23f15646e11319eae4,需要住院多久,Berapa lama perlu rawat inap
02e9bf1f86b9b64f0b83f1f0adf0a0abd8d56664,一星期 下星期她就可以出院了,Satu minggu Minggu depan dia bisa keluar rumah sakit
82f3716f302dbd91f889098dddf0787875ea28a7,那麼 這個星期 誰來照顧小孩,Lalu Apakah ini minggu Siapa datang merawat anak kecil
c792991ce89bc7f0be4996122a60f7e20cf7d666,由我照顧 身兼母職,Dengan saya merawat Sebagai ibu paruh waktu
b0f69148995b1e5ac68b6a7c35100f8e7915bb5d,你真的很辛苦,Anda benar-benar susah
ccb57076956403b8597b374af351acb30982553b,是啊 這也是沒辦法的事,Ya ah ini juga nggak bisa hal
0fb3236acff98a2f08d6655c2e63d9d6dc5e6cf6,他不在位置上 他在開會,Dia tidak di posisi Dia membuka pertemuan
4a92e8f7887f19cdbc88fac65de314702c69881a,那可以幫我留言嗎,Itu bisa bantu saya pesan?
5764f68a37adbf743b30e2dffa32a7e5256adc0a,可以 請說,Boleh tolong bilang
0fb9a5d08cfb803a0d201e4ea3d4e56ac57bc833,喂 請問是埔里國小嗎,喂 silahkan is埔里國小嗎
2f617c07a2208d66053f217da8eed4bc3d7c3c62,是的 你好,Ya ya Anda baik
2259f3418e39414865d2e9674c662664f2e40873,我這裡是南豐國小 我們學校在下週日要舉辦原住民歌舞晚會 想邀請貴校到我們學校表演,Saya disini adalah South Boung National School Kami sekolah akan mengadakan malam lagu tari pribumi pada hari Minggu depan ingin mengundang tuan sekolah ke kami sekolah pertunjukan
f24654dc4c4dfad707bf1836bab9245de3a86183,不好意思 負責的人今天請假 可以留下你的姓名跟電話 我請他再跟你連絡,"Maaf, orang yang bertanggung jawab hari ini mengambil cuti. Dapat meninggalkan nama Anda dan telepon saya. Saya minta dia menghubungi Anda kembali"
291e24533b85ba7e0349a33ac9cb884f1f196e21,我餓了 我們一起去吃飯吧,Saya lapar Kami bersama pergi makan makanlah
d84cb155139c15d99e3bbe7fcb21995ae3ddb638,不知道要吃什麼 你有想吃的嗎,Tidak tahu untuk makan apa Kamu ada ingin makan yang?
ad93ac2604ce2ceb11e5bc80b799388e540ad5b5,我很想吃我們的傳統料理,Saya sangat ingin makan makanan tradisional kita
f400cdd877c249029f422066ce3fb47fdf727142,這裡有一家新開的店 是我們族人開的 去吃吃看吧,Di sini ada sebuah toko baru buka yang Adalah kita suku orang buka pergi makan makan lihatlah
bcfd429b103b915939190eb38ac4f767f5a2776b,這裡的料理聽說很好吃 點菜吧,Di sini yang masak dengar bilang bagus makan. Cocok makanan.
faa6dbdcc6dd39e05ef6ceffa5bc35b51ce17c65,請給我們糯米飯 醃肉,Tolong bagi kami糯米飯 肉
c806e821c4b677fb8a870da86f9aa574b72161f5,這家店的糯米飯跟我媽媽做的味道很像 甜甜的 很好吃,Makanan nasi糯米 restoran ini dengan rasa yang sama dengan ibu saya buat  manis manis  sangat enak dimakan
8775f61c79d11288c1a1d25c0a26dae34ef767fb,醃肉也跟我媽媽做的味道一樣 夠鹹 很合我的胃口,Beef chicken juga rasa sama dengan ibu saya buat  cukup  sangat sesuai selera saya
23481595751ccc2bf595556d497b6c3d0147d0fb,我們的傳統料理真的很美味,Masakan tradisional kami benar-benar lezat
bf492bd7ce8c64214ef306ae508e644ff1abb4ee,我開始想念媽媽做的菜了,Saya mulai rindu makanan yang dibuat ibu
be5f2381f3836134b9fa09506403fb68cedc53fc,我們這個週末一起回去吧,Kita ini akhir pekan bersama kembali saja
6f7022ff51f79a4c8c66f421bce3a8dbe8dcc9e6,好啊 傳統的料理還是媽媽煮的最好吃,"Baikah, masakan tradisional atau mama masak yang terbaik makan"
84fbffd3a8472ee64f2f4282961c5fcbae586603,你的興趣是什麼,Apa minat Anda
a478960a21594ab71dc494dc22242070a1f2f8ca,我的興趣是爬山,Minat saya adalah mendaki gunung
82e82cda6144125ae9e4752981292e45e9fd67b5,爬山有很多好處,Menatap gunung memiliki banyak manfaat
c9acb4313eaf17aa1c9448aa23d3df81bc6760d8,是的 除了可以使身體健康 也能親近大自然,Ya selain bisa membuat tubuh sehat juga bisa lebih dekat alam
5764c239ece3bd45d8ba2ac8f1f867b1b03cbd59,炎熱的夏天 正好可以到山裡避暑 非常涼快,Panas panasnya musim panas tepatnya bisa ke gunungnya liburan sangat sejuk
97a7e7dd8ce56e45e86941dff35ee676bac8ff96,那你的興趣呢,Itu minatmu?
ec6b8a515bf888cbeb206ec2c45de35fce5f4c07,我的興趣是攝影,Minat saya adalah fotografi
95756b6f06461d4acfb6b38a2117de09134ce0fc,臺灣的山景其實非常美麗 下回我們可以一起爬山,Pemandangan gunung di Taiwan sebenarnya sangat indah Berikutnya kita bisa bersama mendaki gunung
5c088f3a4326fd670c94679f8cb283e761f0c1bd,這樣我可以帶著相機 拍到山中許多珍貴的畫面,Jadi saya bisa membawa kamera untuk memotret banyak gambar berharga di gunung
da6ea5545650ae76ba37ec1defa95ed315569d6d,放假時都做什麼,Apa yang waktu liburan juga
74e46167a6ae05853b7e6d87631109facde91cff,我的興趣是種花 所以有空 就會整理花圃 那你呢,Minat saya adalah menanam bunga Jadi ada kosong maka akan mengatur kebun bunga. Nah kamu?
d1a900e184673dcb141294fbd67f14dc3c527983,因為喜歡釣魚 所以放假的時候常常在河邊釣魚,Karena menyukai memancing Jadi berlibur ketika sering di sungai pinggir memancing
f21dbc2744d222c6f790f5def3cc5c93b72aa88f,一年之中你最喜歡哪一個季節,Tahun ini kamu paling suka musim mana?
8b51be924fb948ae67302bc3f63df7303494ccac,我最喜歡夏天了,Saya paling suka musim panas sudah
68c9aabb0b8399fd235606e84f76a1bea89a307f,為什麼,Kenapa
4cf4025d56342272832f5f20e5e7459bfcb745e8,因為夏季是游泳 吃冰的好季節 那你呢,"Karena musim panas adalah renang, makan es musim yang baik. Nah kamu?"
88be59c736f0b0d25a8c61aa323788f7595b4fd4,我喜歡秋天 因為秋天不冷不熱 很舒服,Saya suka musim gugur karena musim gugur tidak dingin tak panas sangat nyaman
be57cb3df998eeec135cb56daf355d7e2edce7ae,也是到奧萬大賞楓葉的好時機,Dan juga waktu yang baik ke Owan Grand Prix kembang
5220d845fd2be9169ffacd8966a706b04121805f,天氣漸漸冷了起來,Cuaca semakin dingin lagi naik
46a149c0cf5c6c93145d8130e0dec7ba5855bcfa,是啊 一到冬季 天就黑的很快,Ya ah satu ke musim dingin Langsung akan gelap
37780368fabd064356e227b8886b039d8ebe376b,天氣愈來愈溫暖了,Cuaca semakin menghangat
5864ff53bd6cbba655351f4c581b172a4d23b4ae,春天到了 山上的百合也開了,"Di musim semi datang, Baihung di gunung juga buka"
fd40c458bf11583191e508fbf8ca6e712246d863,現在正是賞花的好時間,Sekarang adalah waktu yang baik untuk menghargai bunga
229da2286264040184fa00b03b32de4da08078da,祝你新年快樂,Selamat Tahun Baru kepada Anda
780f2455d9c2fe0680d5221a6800dda909f8c6ff,謝謝 也祝你新年快樂,Terimakas dan semoga kamu tahun baru yang bahagia
e85f496b3626c8a19c0f878000680d12a8dd7723,今年你打算回家過年嗎,Tahun ini kau berencana pulang berlibur?
b99ab8ec6f768960c671a546f1ce9e70314404d7,是的 我會帶著太太和小孩一起回去,Ya Saya akan bawa istri dan anak-anak bersama pulang
1491981d1461de0d5f984f3bccc49efbcedb8533,你的家鄉在哪裡呢,Di mana kampung halamanmu?
1de5a6d5abe31e6ba7ae1265a070dc0fd6f2b135,在眉溪部落 一個美麗的部落,Di Sungai眉 Suku Sebuah Suku yang Indah
14dae8dff230de90b26acdacdf804cb3b70dfef7,那你打算怎麼回去呢,Kalau begitu kau mau bagaimana kembali?
5b3a7c19ad411dc82538754e9d9ba14664d2a674,我會和我哥哥一家人 一起開車回去,Saya akan bersama dengan saudara laki-laki dan keluarga saya mengendarai mobil kembali
01753e588900f543869a4a37b8bced49fac776e1,你們家鄉都怎麼慶祝過年呢,Bagaimana kalian semua merayakan ulang tahun di kampung halaman?
28cc3a801f6cb74ffed1b705713285c37af513b3,我們全家人會團聚在一起吃飯 一起唱歌跳舞,Kami seluruh keluarga akan bersatu bersama makan bersama menyanyi menari bersama
412bb84992c450919faa143999c61be219c0cabd,聽起來很有趣 那你喜歡過年嗎,聽起來很有趣 那你喜歡過年嗎
cd34a27db11f1efd1a1b85d0dc42ede83c0aec5d,我很喜歡 因為全家人難得可以聚在一起,Saya sangat suka Karena seluruh keluarga sulitnya bisa bersatu
871aa92e33c76e41e84f098f83f148fa3eef3d53,他的個性是怎樣的,Kepribadiannya adalah macam apa
27aa649e6ae2a242f66ec10feaccb3140e264d09,他是一個努力又認真的人,Dia adalah seorang yang berusaha dan serius
326a157658cf7b787ce510a04bc2384b1b6bf99d,他的為人如何,Bagaimana orangnya
ebd8f44ff9411c9be68702fe5c893708d4c603a1,他的個性很善良 是個好人,Ia kepribadian yang baik. Adalah orang yang baik
243def0392527b4fc6cd01e596bdb1c1c1ce8181,從哪些地方可以得知呢,Dari mana tempat yang bisa diketahui?
0b8837943b4724f8ff805b83a2d18c540be5a509,他總是很認真的把每件事情做好,Dia selalu sangat serius untuk membuat setiap hal menjadi baik.
ca2d4a30d55475df538bc057d1152780b3f048aa,除此之外呢,Selain itu?
1f44f67d1ef80a0dcee3dbc1f145869249c3f632,他從來都不驕傲 而且虛心學習,Dia tidak pernah bangga dan palsu hati belajar
