id,chinese,translation
d5381c79938259b9505c21e2f2b54fffb451cc67,這附近有沒有銀行,Ada tidak bank di sekitar sini
060c42b032bcaba84bbce10284f65295f65950b7,有啊 兩間,Ada ah Dua kamar
69394e8674220415c5f91c810e8231ff403b735e,最近的銀行要怎麼走,Baru bank harus bagaimana pergi
6166e8b8b3339525966cc5febf93d4c10c9d4e32,直走到第三個叉路 右轉就到了,"Langsung ke persimpangan ketiga, belok kanan saja sampai"
7e874252480bd6786095d6cf8d72e81dae6e7330,好 我知道了 謝謝你,Baik tahu sudah  terima kasih kamu
5102a6c5ce57392b270aae6a43430e4a603559aa,對不起 我迷路了 到學校的路怎麼走呢,Maaf Saya tersesat. Ke sekolah yang jalan bagaimana berjalan?
77b866f163c4fa5e7c719be6d981f2192d814bb7,從這裡直走 走到一個叉路後 會看到一棵大樹 大樹旁邊有三棟房子 左邊是醫院 右邊是商店 中間就是學校,Dari sini berjalan lurus berjalan ke sebuah persimpangan belakang akan melihat sebuah pohon besar pohon besar di sampingnya ada tiga rumah  sebelah kiri adalah rumah sakit  sebelah kanan adalah toko  tengah adalah sekolah
01a1e796ce45354f51b44f2dad8f5f723718d9b2,廁所在哪裡,Toilet berada dimana
75a34b4473b2b43e76462211d2ecac87a00ced09,在餐廳後面,Di belakang restoran
412da5e95442b65e919df61d45cdaa90de0d1fee,謝謝你, Terima kasih Anda
02d60268591757164902982b0cb3397988ab11e0,你要買什麼嗎,Anda mau beli apa?
c60c5c4c2cbbbc0c26b9563f5e0dd12d5382ccfe,我要買廚具 在哪裡呢,Saya mau beli apit Di mana?
0456a050ad967e926bd9defcecc77d4942b45ebe,在樓上,Di lantai atas
4c0dc6d75cabfcfb7fa8b4eabe50ddcf657d609d,我知道了 謝謝,Saya tahu sudah 👍 terima kasih
cd3023d6da5bae53a830729b98e93d2d837ed3d1,我想買一頂帽子,Saya ingin beli topi.
0eaa1451c1f0265dd5a338ec07304ed93ae35df7,你喜歡什麼顏色呢,Anda menyukai warna apa?
44447e101bff9c6c5272f4b20b3f25bd33d7d49d,黑色或紅色都可以,Hitam atau merah bisa
437fd07e1a346e7a67376943a82a93549b6b5909,好的 請試試看這頂, Baik silakan coba coba lihat ini atas
cfd4ddf8037cd2c819b8f11029e70d00b850cef6,這頂賣多少錢呢,Ini top berapa jual?
e826b26307b3d95fd5cbc8a2a8bde7959796ef6c,一百元,Seratus yuan
17e4810397d52d0dbbcffefc84999be02df69158,你明天會來聚餐嗎,Kau akan datang besok makan malam?
43937ffdf694c85b58332a35f811f73d3e307333,我明天有要事要忙 無法赴約 很抱歉,Saya besok punya hal yang harus sibuk tak bisa赴约 Sangat menyesal
300208beb19d9c5a064e5a2043c5c79db0b68f7f,真可惜呀,Memang sayang ya.
ed5d9e314676a0267598c5cc1dcf8e26817cbb78,怎麼那麼貴 是不是算錯了,怎麼那麼貴 是不是算錯了
136a77abc3ecd232c14c11b9b9c480b886caa964,我再算一次 請等一下,Saya hitung lagi silakan tunggu saja
b6db7f5400fe1f64419510d4b415258bc30fd1f3,不是兩千元 是兩百元啦,Bukan dua ribu yuan Adalah dua ratus yuan啦
749c647b6b871d55b665f12319961db78257f940,週三時 你有時間參加會議嗎,Minggu Selasa jam Apakah Anda punya waktu untuk menghadiri pertemuan?
81c8ed6cae8dd28c0df9be0a7d0a7d655a2a03c3,抱歉 我有其他行程 可以改成週五嗎,Sorry Saya punya jadwal lain Bisa diubah menjadi Minggu Jumat?
880aa9899abba0218df25a369a9bdbe6c6980b52,週五嗎 我得問問其他人,Minggu Jumat? Saya harus tanya tanya orang lain
f76e91bdb83dce1d3590023a676afd93ea74112b,就按照這樣子 那就拜託你了,saja mengikut beginioc Itu saja bes bes besides you.
3d10ea6de8cb5aa469b61ecef0e1103e74a75c05,你的族語說得很好,Anda berbahasa suku yang baik
b89610eea60aeb02af911b5d7d58a1f26cce06c9,說得還不太標準 請指教,bicara yang masih kurang standar Tolong tunjuk
5f9fc4f5a4ed144583691fa3f0651068f87b1a3e,是誰教你的呢,Adalah siapa yang mengajarmu?
1aeff1ffbdff50c988f72bed16db5ade4cdc25ed,是祖父祖母教我的,Adalah kakek nenek mengajariku
4cb0ca04680e77f1064a92600aafef5450e3f885,喔 你的祖父祖母真會教,Yo kakek nenekmu beneran akan ajarkan
e4da750255cbaa3ef98f69292e0f1c532820060f,這些麻糬是我昨天從花蓮帶回來的,Ini kelaparan saya bawa kembali dari floretes kemarin
3574b101103c5b2a756bf983009f2234440048bd,我最喜愛吃麻糬 謝謝你,Saya paling suka makan麻.  Terima kasih kamu
43a42efc5286cdca6438248a18886837d832869e,你的小孩很可愛,Anak kamu sangat imut
640d6b19af95ccf7b2d35ab13c858104f3217d0f,其實在家很調皮,Sebenarnya di rumah sangat sopan
a2ad724cd1d46389af9b04f9c2e038aa9d1c4c42,小孩還小 可以慢慢教,Anak kecil masih kecil Bisa pelan pelan mengajar
04887c9c4e70de158674ecbea1106dfc044e2c1c,當了父母之後 才知道以前爸媽的辛苦,Ketika orang tua setelahnya saja tahu kerja keras orang tua sebelumnya
1d0aff0af1c713c511e73cf8991708983824183d,祝你生日快樂,Selamat ulang tahunmu
0d8fab9213ba7cf1cbdfeae6d96a926473d0b098,真謝謝你 那你的生日是什麼時候呢,Benar terima kasih Anda. Itu ulang tahun Anda kapan?
1b58e2bf72859b4b442a99c4010d141572314e82,下個禮拜天,Minggu depan hari
e5a4322dcea1a1b69683050a1309f73f11e0e8ec,也祝你生日快樂,Dan selamat ulang tahun juga
f2e457f0fa25d6927f6dea20ead3eaa54a97edc8,真謝謝妳,Terima kasih bener
f17e5a4a96db9fb89e5d8e31f818c7fb65b7022d,希望祖父身體健康,Semoga kakek sehat
79ca570f3afe771b72b80302d0b7a0e0edccbe36,希望祖母和媽媽永遠美麗,Semoga nenek dan ibu selamanya cantik
db6b6d2b4f3b8886278d7b21036222e3d633962f,祝你成功,Semoga kamu sukses
7ecaca599c9ab4ef2904bc37ab330032a8e2e7b5,真謝謝你 也祝你工作順利,Terima kasih sungguh Anda dan semoga Anda bekerja lancar
7bdf651d1ed752777794d9df836c7976517cf71d,祝你們今年豐收,Mewujudkan Tahun Ini
f3991bdbd77980e8a1dcfcb8f2ab914f1c402652,真謝謝你 也祝你新年平安,Sincerely thank you dan juga selamat tahun baru kepada Anda
b5cfa2df110ad59b02727a28b0aee5d95c1b93de,你有幾個兄弟姊妹,Anda punya beberapa saudara perempuan
e4ebe466a83e98115d3b779b91f7a9d00d80da93,我有一個哥哥 一個弟弟 一個妹妹,"Saya punya satu kakak, satu adik laki-laki, satu adik perempuan"
0022ea0893ccb4b18ddf10bc5a0f1a70df6c45c9,你的兄弟姊妹從事什麼工作,Saudara saudara bersekolah apa pekerjaan
6bc5ed9832d439ea7d1cda7e7f2f69054810072b,我哥哥是牧師 我弟弟是醫生 我妹妹目前還是大學生,"Adik saya adalah pastor, adik saya adalah dokter, adik saya saat ini masih mahasiswa"
ee3b2c3eb9786354b5159ab973eb41ff83b3b5ec,也談談你的家庭吧 你結婚了嗎,Juga bicara tentang keluarga Anda aja. Anda menikah sudah?
fdea1b3294d7ad75ecc813759cc3ddd2d29f525c,是的,Ya ya
ca8d0464ff123efbb48cb4502953a5cac377ec5a,你結婚多少年了,Kamu menikah berapa tahun?
64441b1679cfa2da5d59063ed75edd920f267996,三年了,Tiga tahun sudah
85875d9a1046a4a8f2367deed0b212d2116afacf,你有小孩了嗎,Kamu ada anak sudah?
6711bae17dcaccec49551228d3ae59e6d9f5ea32,我有一個小孩 現在兩歲了,Saya punya seorang anak kecil Sekarang umur dua tahun
fe8c8ec6a638c664a18a2dad4e3144867533e5dd,你從事什麼工作,Kamu melakukan apa kerja
e2d672b733c90a7a77cf95ba168b6585010c45f9,我是一位老師,Saya seorang guru
b966890727324b0333c6a9d409e0b95dbd429b94,他最近又在找工作,Dia baru saja lagi mencari kerja
241199ed4a676a74d6d95bf75994710ca44e87ea,是喔 他原本是在做什麼的,Ya喔 Dia seharusnya sedang melakukan apa
d390280dc955045bd0d3d79b676867bb0da07855,他原本的工作是清潔工,Pekerjaannya yang asli adalah pembersih
f974dd0deeb8a42912385df2dfd2dfad0ed74024,那他為什麼想換工作,Kalau begitu mengapa dia ingin ganti pekerjaan
938f1588d1914a22ba724e3ac9a415504afa9558,因為他想找離家較近的工作,Karena dia ingin mencari pekerjaan lebih dekat dari rumah
f284f0d1dd438fb3ee3b7023fda579e29bd68873,他喜歡他的新工作嗎,Dia menyukai pekerjaannya yang baru?
e6a6b4d3c70046230b985ca9968277c8815b2fab,是的 這份工作很好,Ya dari pekerjaan ini bagus
a761df8b90f8c7b17e1835194204fd6a5344e0ca,真是太好了,Memang terlalu bagus
baac1b923278b16285cbf6db26ec09610b39a0fd,歡迎光臨,Selamat datang
35ea60de408431055a4b14d0595d64b83b3a66a7,還有 在那裡 請跟我來 這是本店的菜單 請參考,Ada juga di sana Silakan ikut dengan saya Ini menu yang ada di toko ini silakan lihat
a96a1670a9830610837b731650b44d369a0d27b8,有什麼特別的菜可以推薦嗎,Ada apa khusus yang makanan dapat direkomendasikan?
e947b5a0eccceaa15c2b93810a1fdd974954c86f,炒山豬肉 炒飛鼠肉 炒田鼠肉 炒山蘇都很受歡迎 要吃吃看嗎,炒山猪肉 炒飞鼠肉 炒田鼠肉 炒山苏 juga populer. Haruskah makan makan lihat?
1119d49e626884b6a339bddbdce4d53ebe3b0f60,聽起來不錯 那就全上吧, terdengar bagus Kalau itu saja penuh atas.
d75d1ebe260da2ffa30a9700a9ba7107c1cc4b9e,需要白飯嗎,Perlu putih飯嗎
47ef16a189ad84419f46d78e46018dec818f285f,好 還需要點些什麼嗎,Baik perlu lagi apa sedikit apa?
c99d0e01ea93257720be5ea68e035340f92e4f17,先這樣 謝謝,Sebelum begini 👍 terima kasih
8add2a32e4728f48b212603b1f1d24d00ff05849,抱歉 來晚了,抱歉 来晚了
6c71584f2f22910f323bed45c0cb3feffdd1f37b,你是怎麼來的 開車嗎,Anda adalah bagaimana datang. Buka mobil?
2f68f7429fc73d4737665a583dc4c581591082cc,不是 我坐公車來的 你呢,Bukan aku naik bus yang datang Kau?
06bab967fcc020317c7972f7a849ae413f6462f0,我住得很近 走路過來的,Saya tinggal sangat dekat berjalan lewat
9084570d50d20c40dc8b7a2c1324aab3f8c8dba1,我們該怎麼去臺北呢 坐飛機嗎,Kami bagaimana harus ke Taipei?  naik pesawat?
04231c0127fa970a1108c5503e9a4492d8495fde,飛機是很快 但是太貴了,Pesawat adalah cepat Tetapi terlalu mahal
7a85d27a6e7eedfc62621bc9b2b50d3ebbca54c9,你要坐什麼車子,Anda mau naik mobil apa
5eec57a48653541fe6b555264d58f36758445d48,我要坐火車,Aku naik kereta api
3888c6a6bc5cc31c516c26e040c56843175d2b49,你要從那裡搭車呢,Kau mau naik mobil dari sana?
2c44504eea78493e2ca8e4f714eb956dee4c4cbc,我要從花蓮搭車,Saya mau naik mobil dari Florent
47cb0e760517287138d13c4013eeb5cea3c3cd83,你的妻子病了多久了,Istri Anda sakit berapa lama?
958aa1d1333646e740bd2cd6fbf4776c4eb30753,一個月了 但她的病時好時壞,Satu bulan sudah Tapi penyakitnya waktu baik waktu buruk
aab9607e8db710a1a8a724afa033c714fa744d30,是什麼病呢,Apa penyakitnya?
83bd98f9d4e8eef4d81dceff0be09e6f2a48f38c,她常常頭疼 還會嘔吐 肚子也疼,Dia sering sakit kepala kembali akan muntah. Perut juga sakit
f883089e6501589ee2ebfa2ce0aa1095c21d9185,有去醫院檢查嗎,Ada pergi ke rumah sakit diperiksa?
dab3ef08bf410a783f6d00c6ea70b3af1846f55d,有 現在正在住院檢查,Ada saat ini sedang dirawat di rumah sakit
47859195ede50e8dadc946c22bc092b200e7beb8,需要住院多久,Berapa lama perlu rawat inap
f6ccbef40ea18d2080d4857f52fe80fe0b7e16ff,一星期 下星期她就可以出院了,Satu minggu Minggu depan dia bisa keluar rumah sakit
57a79fc564684aaceeec5c64b75680d502cb940b,那麼 這個星期 誰來照顧小孩,Lalu Apakah ini minggu Siapa datang merawat anak kecil
4a7d957f343f1985abf5ff3af0449d64c6a9341a,由我照顧 早上送小孩上學 中午煮飯,Dihurus oleh saya Pukul anak-anak ke sekolah pagi Tengah siang masak makan
b02a73bc80e175f27c11041630ae306ce4bc1c4d,你真是稱職的丈夫,Kau memang suami yang sebut jabatan
a62b6c0e00cfd3c52681dc6f4c9119b125ea0fa8,唉 沒辦法,唉 沒辦法
48203dfc5b69ef836adb338e3f214832e0e76b3b,喂 你好 我是都係尤道 請問依幼克基楊在嗎,喂 你好 Saya semua adalah Yudo Tolong tanya依幼克基楊在嗎
2c288c03e3b2ebefcb43f54b9a84a77bb555c07f,他不在這裡 他出去開會了,Dia tidak disini Dia keluar buka pertemuan sudah
cc52cf18f79f8fe77b5c584e3f3ca494a40df3b0,可以幫我留言嗎,Bisa tolongin saya lewat pesan?
f9c0c352db8b29f195a61e3a938d517eea38b95b,可以,Boleh
8f7d765dc6525650b84b8d73118040cebb595cff,請他回電話給我 我的名字是都係尤道 謝謝你,Tolong dia hubungi kembali padaku Namaku adalah semua adalah Yuado  Terima kasih Anda
8b1fb1b5c3acc739a24b2fb608bcd90a54217906,喂 你好 你們是德基立舞蹈團嗎,喂 你好 Kamu adalah DeKelly dance group?
19b8047f707a26f134e1f48815500b165c17d8d4,是的 你好,Ya ya Anda baik
9b1fd5bd2f1eff0a77bc920a51df138ecf307650,我這裡的國小 要在一個月後舉辦太魯閣族傳統歌舞表演 如果可以 我們希望邀請你們來表演,Saya disini yang negara kecil Ma untuk di satu bulan kemudian mengadakan Ta Lu閣族 tradisional lagu tari pertunjukan Jika bisa Kami ingin mengundang kalian datang tampil
fd7e98b82acaad1fb131be91be48897d105b7199,這樣太好了 我們一定來參加 謝謝,begini terlalu bagus Kami pasti datang berpartisipasi 👍 Terima kasih
957df1549ced201781c2b7eda25c7782328fd1ad,那到時候見了,Itu sampai waktunya lihat.
707ea87db46783007581ae9082a4e3b9e7544f95,我餓了 我們一起去吃飯吧,Saya lapar Kami bersama pergi makan makanlah
208f31699a2faf2a0330350429afc59127bfc462,你想吃什麼嗎,Anda ingin makan apa?
82cef3f81564a904c5701059f3d9991a63aa271b,我很想吃糯米飯與山產肉,I very want to eat糯米飯與山產肉
f7bde1a200ea7050c3455455def6fe2cea678b2d,是喔 剛好這裡有原住民的小吃店 可以去看看,Ya喔 untungnya disini ada toko makanan kecil pribumi bisa pergi lihat
a99c6b3c3762f7e562ba00ba4074ae1355634fac,這家店的糯米飯跟我媽媽做的味道很像 甜甜的 很好吃,Makanan nasi糯米 restoran ini dengan rasa yang sama dengan ibu saya buat  manis manis  sangat enak dimakan
62f3b542b630b034f9c235071d6b6deef20302a0,烤的豬肉也跟我媽媽做的味道一樣 很香 很下飯,Daging babi panggang juga sama rasa dengan ibu saya membuatnya Sangat harum Sangat bawah飯
573f19bf06984ff3ac2dcb1787cdf3c83b6bebbc,這裡的山產肉 也很有味道,Di sini daging gunung hasil juga sangat enak
95936695f428f1f406f3b197f20246fcdecce433,吃著吃著 讓我想念我媽媽了,Bias makan makan membuatku rindu ibu saya.
f0c70354796967a2873f8f1d65fba4a27bf453c3,我也忙著工作 一年沒有回部落了,Aku juga sibuk bekerja Setahun belum kembali suku
71f87414f044e1637d14aef24f7d18c4f63ef347,這個週末我們一起回去吧,Ini minggu akhir kita bersama kembali pergi saja
37bec2f94602ec404d1c243ce1bd39cb71777e9e,回家後 真希望還能吃到野菜與山產肉 還有麻糬,Kembali ke rumah sungguh berharap masih bisa makan ke sayuran dan daging hasil gunung dan masih kelaparan
fdc7064894ad1f80119e180bcfed04a861d54e05,你喜歡什麼活動,Anda menyukai apa kegiatan
8dee92833c801fcd1947863360b27cdd8edec13b,我喜歡騎腳踏車,Saya suka naik sepeda kaki
2a53ca2a797bef50c94ed575b57d021ca4d3b18f,騎腳踏車有很多的好處,Berjalan kaki bersepeda memiliki banyak manfaat
5fd6b81e846b0ab04260bc2926efe75d79559188,是的 除了可以使身體健康 也可以欣賞風景,Ya selain bisa membuat tubuh sehat juga bisa mengagumi pemandangan
1b42cef48d1b16fea7be4b95921660fa21057597,炎熱的夏天 正好可以到山裡避暑 非常涼快,Panas panasnya musim panas tepatnya bisa ke gunungnya liburan sangat sejuk
adeca815f0dd6b3ee961750b024410487606f13e,那你的興趣是什麼呢,Kalau begitu minatmu apa?
ee54152444e3f513d694c9f344bee8ef1c2c5793,我喜歡慢跑,Saya suka jogging
618589831287b14e4c36ecedb227641178441460,嗯 真好 下次我們來一起騎腳踏車還有慢跑喔,嗯 beneran Lain kali kita datang bersama naik sepeda kaki dan jogging喔
55b42461808def55c83e0ee5f0e9005336bbdb62,這樣的話 我們可以盡情的欣賞風景 鍛鍊身體,Dengan demikian Kita bisa sebisa mungkin mengagumi pemandangan  tali tubuh
e5fe980e9cd8f0f459f84cbc412dc3b74d063892,可以嗎,Bolehkah?
a2ea7311705a593e339d6042f7e8509a0caf5cb2,當然可以 那就約明天吧,Tentu itu bisa saja janji besok saja.
d7fbaacf9c6037090a88f09ae51c9343eb2f879e,一年之中你最喜歡哪一個季節,Tahun ini kamu paling suka musim mana?
11f6af646e360d9a1475cacb09b5379e77fac9a6,我最喜歡夏季了,Saya paling suka musim panas sudah
5d7df3ac1ba87f58fcbbe3e1b17587d3222538e6,為什麼,Kenapa
be456d709e7a763f457affce5a8af8cd830da987,因為夏天可以游泳 也可以吃冰 那你呢,Karena musim panas bisa berenang dan bisa makan es. Kalau kamu?
270b799964f5d4cfba7b55e0e975c0892990eee8,我喜歡秋季 因為秋天不冷也不熱 很舒服,Saya suka musim gugur karena musim gugur tidak dingin dan tidak panas sangat nyaman
4699e5696e78ca465bdf05f5cbd4cf9b6ef717ef,天氣漸漸冷了起來,Cuaca semakin dingin lagi naik
ac4b0cf44d1257e2b592c6fb28f68bec10f03df0,是啊 一到冬季 天就黑得很快,Ya ah satu ke musim dingin Hari itu gelap banget cepat
54736d04ca7dcc788ca20088c80cfafa2d955b49,天氣愈來愈溫暖了,Cuaca semakin menghangat
57c18a761e0c3398e6ccaab3006c71cd82e3ed10,春天到了 山上的百合也開了,"Di musim semi datang, Baihung di gunung juga buka"
f151fd8951692448efcc7cc4078d4a9f311afaaa,現在正是賞花的好時間,Sekarang adalah waktu yang baik untuk menghargai bunga
930027cc404791c5dd6cbcc028e3ae4d1b39f2ba,新年快樂,Happy New Year
a6eb71741e2a54224a183187aa084c5f576092ca,謝謝, Terima kasih
535e42d1abc8fbab80c2cb315f6874338be7cb48,今年你要回家過年嗎,Tahun ini kau akan pulang bertahun?
f8b50a99b1130b73db6aba690c1da4b4d747ec3b,是的 我會帶著太太和小孩一起回去,Ya Saya akan bawa istri dan anak-anak bersama pulang
1cd6a2932e7bccb828f5cdb7fac88ba7d10bdf89,你的家鄉在哪裡呢,Di mana kampung halamanmu?
cf979c5fbb4b49458f1c29f0ab7231e1f8f335e3,在花蓮的山上 一個美麗的部落,Di atas gunung bunga lotus sebuah suku yang indah
03bb40681cc560c1901627b6a8b37290c11563c5,你打算怎麼回去呢,Kamu berencana bagaimana kembali?
fa5d5c58caf4475f8722d3c78925a9b85ecfc04f,我會和我哥哥一家人 一起開車回去,Saya akan bersama dengan saudara laki-laki dan keluarga saya mengendarai mobil kembali
f8151b0ae483ff2a18dcc338e805743f307dfd81,你們家鄉都怎麼慶祝過年呢,Bagaimana kalian semua merayakan ulang tahun di kampung halaman?
63024b6a0b379a763413200529032cd1d51a6518,我們全家人會團聚在一起吃飯 一起唱歌跳舞,Kami seluruh keluarga akan bersatu bersama makan bersama menyanyi menari bersama
134456d7288b0aabbd01bdcf86bdf9c3aac9bca0,那麼好喔 那你喜歡過年嗎,Kalau begitu baik喔 Kalau begitu kamu suka lewat tahun?
a46e1e766f607d444043df3907ea4c120d679853,我很喜歡 因為全家人可以聚在一起,Saya sangat suka Karena seluruh keluarga bisa berkumpul bersama
cfb822c44ffa346b3c140d8a7a5f13cb86506483,他的人怎樣,Orangnya bagaimana
e8f5852a0289fadc13ce3ca2c7dd913dc84222b1,他是一個努力又認真的人 也是個心地善良的好人,Dia adalah seorang orang yang berusaha dan serius dan juga orang yang baik hati dengan hati yang baik
00e74e7955cb6be831d88fa7069d1e86e2f8c130,你覺得自己是一個怎樣的人,Anda merasa diri Anda seorang orang bagaimana
c0f137330418ce93bc3fc49e14222fc3d1f83a15,我很會替別人著想 也對任何事物充滿好奇,Saya sangat akan untuk orang lain berpikir dan penuh dengan rasa ingin tahu tentang apa pun
6ed4557f00453c3a0b92cdcc36cc5f1724c4d93b,他是一個很努力的人,Dia seorang orang yang sangat bekerja keras
d7f3d7c6b2f6caaa053e3d271bcf93c8838e7d02,從哪些地方可以得知呢,Dari mana tempat yang bisa diketahui?
7d3a989090bee1d52eab92eb0395a54d6ca0e259,他總是很認真的把每件事情做好,Dia selalu sangat serius untuk membuat setiap hal menjadi baik.
7eda1831c167bf092e8458744e94644a80c4415f,還有呢,Dan apa?
f708dd3a87aa35c6c7aceda7b62a497a17e5de5f,他很客氣 而且虛心,Dia sangat ramah Dan palsu hati
f054f0bf3c43384c2dc774bf9632e6b09a6024f9,真好,Sungguh bagus
50bf0ad6acf29886021c689596cfa09a9ca3bd01,對不起 可以幫個忙嗎,Maaf bisa bantuin satu tolong?
ff30af34b3495f08098b2793ec23e74a9558141f,可以呀 請說,Boleh please bilang
0dea0d6cda122419f4039bdbc7e6e4473a4731b4,我把鑰匙留在房間裡 無法進去 你有備用鑰匙嗎,"Saya meninggalkan kunci di kamar, tak bisa masuk. Anda memiliki kunci cadangan?"
f55f8001f9d665632c1713066cf756f46140a9fe,有 你住幾號房,Ada berapa nomor kamar Anda tinggal
9104dab62b1cb3fe6b6c6305589b29b836634362,這是你的備用鑰匙,Inilah kunci cadanganmu
481b2f33ff8b3ab0e1812fba6ec4071d9fa3502d,真謝謝妳 有看到我的包裹嗎,Memang terima kasih saudara ada melihat paket saya?
9ea224dcb40a98fcda5a620d3c8eda6a1d6512c1,請稍等 我找找看 看到了 有一件包裹,"Tolong tunggu Saya cari cari, melihat ada satu paket"
91377399412046f3a8832b4450b76a202be65a11,真謝謝你,Terima kasih sungguh Anda
